businessUnit_name,Description,Address,City,County,State,Postal Code,Business Unit #,Grocery delivery service offered,Grocery delivery status,Online grocery pickup service offered,Online grocery pickup status
"OKLAHOMA CITY(W), OK",WM Supercenter,6100 W RENO AVE,OKLAHOMA CITY,OKLAHOMA,OK,73127-6507,564,Yes,Available,Yes,Available
ANAHEIM CA,Neighborhood Market,1120 S ANAHEIM BLVD,ANAHEIM,ORANGE,CA,92805-5810,5640,No,,Yes,
"HOLLAND, MI",Sam's Club,2190 N PARK DR,HOLLAND,OTTAWA,MI,49424-9595,6417,,,Yes,
LA HABRA CA,WM Supercenter,1000 E IMPERIAL HWY,LA HABRA,ORANGE,CA,90631-7452,5641,No,Available,Yes,Available
"WICHITA, KS",Sam's Club,3415 N ROCK RD,WICHITA,SEDGWICK,KS,67226-1325,6418,,,Yes,
"TRAVERSE CITY, MI",Sam's Club,2401 N US HIGHWAY 31 S,TRAVERSE CITY,GRAND TRAVERSE,MI,49684-4520,6419,,,Yes,
CHERAW SC,WM Supercenter,1040 CHESTERFIELD HWY,CHERAW,CHESTERFIELD,SC,29520-7010,642,No,,Yes,
OXNARD CA,Neighborhood Market,421 W ESPLANADE DR,OXNARD,VENTURA,CA,93036-1298,5643,No,,No,
"CLEARWATER, FL",Sam's Club,2575 GULF TO BAY BLVD,CLEARWATER,PINELLAS,FL,33765-4433,6420,,,No,
IRVINE N CA,WM Supercenter,16555 VON KARMAN AVE,IRVINE,ORANGE,CA,92606-4928,5644,Yes,,Yes,
"CONROE, TX",Sam's Club,2000 WESTVIEW BLVD,CONROE,MONTGOMERY,TX,77304-3561,6421,,,Yes,
CHICAGO LINCOLN IL,Neighborhood Market,2844 N BROADWAY ST,CHICAGO,COOK,IL,60657-6017,5645,No,,No,
"LONGVIEW, TX",Sam's Club,3310 N 4TH ST,LONGVIEW,GREGG,TX,75605-7954,6422,Yes,Available,Yes,Available
CHICAGO CERMAK IL,Neighborhood Market,2551 W CERMAK RD,CHICAGO,COOK,IL,60608-3719,5646,No,Not Available,No,Not Available
"MIDDLETOWN, NY",Sam's Club,300 N GALLERIA DR,MIDDLETOWN,ORANGE,NY,10941-3036,6423,Yes,Available,Yes,Available
"KOKOMO, IN",Sam's Club,1917 E MARKLAND AVE,KOKOMO,HOWARD,IN,46901-6237,6424,,Not Available,Yes,Not Available
"CASPER, WY",Sam's Club,4600 E 2ND ST,CASPER,NATRONA,WY,82609-4224,6425,Yes,Available,Yes,Available
WARRINGTON PA,WM Supercenter,299 VALLEY GATE DR,WARRINGTON,BUCKS,PA,18976-2745,5649,No,Not Available,No,Not Available
"SALINA, KS",Sam's Club,2919 MARKET PL,SALINA,SALINE,KS,67401-8598,6426,,,Yes,
CORSICANA TX,WM Supercenter,3801 W STATE HIGHWAY 31,CORSICANA,NAVARRO,TX,75110-9211,565,No,Available,Yes,Available
"ROCHESTER, MN",Sam's Club,3410 55TH ST NW,ROCHESTER,OLMSTED,MN,55901-0123,6427,,,Yes,
"MEDFORD, NY",Sam's Club,2950 HORSEBLOCK RD,MEDFORD,SUFFOLK,NY,11763-2525,6428,,,Yes,
"BATTLE CREEK, MI",Sam's Club,12737 6 MILE RD,BATTLE CREEK,CALHOUN,MI,49014-8368,6429,,,,
ORANGE BEACH AL,Neighborhood Market,25241 PERDIDO BEACH BLVD STE W,ORANGE BEACH,BALDWIN,AL,36561-3102,5653,No,,Yes,
MYRTLE BEACH SC,WM Supercenter,10820 KINGS RD,MYRTLE BEACH,HORRY,SC,29572-6070,643,No,Available,Yes,Available
TAMPA HIMES FL,Neighborhood Market,3671 W HILLSBOROUGH AVE,TAMPA,HILLSBOROUGH,FL,33614-0000,5654,No,,Yes,
"CHEYENNE, WY",Sam's Club,1948 DELL RANGE BLVD,CHEYENNE,LARAMIE,WY,82009-4917,6430,No,Not Available,Yes,Not Available
"SAM'S ELMIRA, NY",Sam's Club,830 COUNTY ROAD 64 STE 2,ELMIRA,CHEMUNG,NY,14903-9716,6431,No,,No,
"SIOUX CITY,IA",Sam's Club,4201 S YORK ST,SIOUX CITY,WOODBURY,IA,51106-5126,6432,,,,
"VACAVILLE, CA",Sam's Club,1500 HELEN POWER DR,VACAVILLE,SOLANO,CA,95687-3506,6433,,,,
PLANO TX,Neighborhood Market,3100 CUSTER RD,PLANO,COLLIN,TX,75075-2060,5657,No,,No,Not Available
"LAUREL, MD",Sam's Club,3535 RUSSETT GRN,LAUREL,ANNE ARUNDEL,MD,20724-1810,6434,Yes,,Yes,
SANTA MARIA BRADLEY CA,Neighborhood Market,2240 S BRADLEY RD,SANTA MARIA,SANTA BARBARA,CA,93455-1348,5658,Yes,,Yes,
"TUSCALOOSA, AL",Sam's Club,1401 SKYLAND BLVD E,TUSCALOOSA,TUSCALOOSA,AL,35405-4229,6435,Yes,Available,Yes,Available
SANTA MARIA BLOSSER CA,Neighborhood Market,500 S BLOSSER RD,SANTA MARIA,SANTA BARBARA,CA,93458-4910,5659,Yes,,Yes,
"ONALASKA,WI",Sam's Club,1211 CROSSING MEADOWS DR,ONALASKA,LA CROSSE,WI,54650-8560,6436,,,,
BOONVILLE IN,WM Supercenter,1115 AMERICAN WAY,BOONVILLE,WARRICK,IN,47601-8604,566,No,Not Available,No,Not Available
"BLOOMINGTON, IN",Sam's Club,3205 W STATE ROAD 45,BLOOMINGTON,MONROE,IN,47403-5107,6437,,,Yes,
LA MIRADA CA,Neighborhood Market,14865 TELEGRAPH ROAD,LA MIRADA,LOS ANGELES,CA,90638-0000,5661,No,,No,
"ODESSA,TX",Sam's Club,4230 JOHN BEN SHEPPERD PKWY,ODESSA,ECTOR,TX,79762-8153,6439,Yes,Available,Yes,Available
ANDERSON SC,WM Supercenter,651 HIGHWAY 28 BYP,ANDERSON,ANDERSON,SC,29624-3009,644,No,,No,
PEDLEY CA,Neighborhood Market,8844 LIMONITE AVE,JURUPA VALLEY,RIVERSIDE,CA,92509-5021,5663,No,,No,
"LATHAM, NY",Sam's Club,579 TROY SCHENECTADY RD,LATHAM,ALBANY,NY,12110-2806,6440,,,,
CAMARILLO CA,Neighborhood Market,275 WEST VENTURA BLVD,CAMARILLO,VENTURA,CA,93010-8359,5664,No,,Yes,
"LAKELAND (N),FL",Sam's Club,4600 US HIGHWAY 98 N,LAKELAND,POLK,FL,33809-3603,6441,,,Yes,
"GOLDSBORO, NC",Sam's Club,2811 N PARK DR,GOLDSBORO,WAYNE,NC,27534-7485,6443,,,Yes,
SOUTH MILWAUKEE WI,WM Supercenter,222 N CHICAGO AVE,SOUTH MILWAUKEE,MILWAUKEE,WI,53172-1241,5667,No,,Yes,Available
"EVANSTON, IL",Sam's Club,2450 MAIN ST,EVANSTON,COOK,IL,60202-1548,6444,,,No,
GREENDALE WI,WM Supercenter,5301 S 76TH ST,GREENDALE,MILWAUKEE,WI,53129-1128,5668,No,Not Available,Yes,Not Available
"PORT CHARLOTTE, FL",Sam's Club,17700 MURDOCK CIR,PORT CHARLOTTE,CHARLOTTE,FL,33948-1054,6445,No,Not Available,No,Not Available
WEST MILWAUKEE WI,WM Supercenter,4140 W GREENFIELD AVE,WEST MILWAUKEE,MILWAUKEE,WI,53215-1334,5669,No,Not Available,No,Not Available
CALDWELL TX,Wal-Mart,475 STATE HIGHWAY 36 N,CALDWELL,BURLESON,TX,77836-7552,567,Yes,,Yes,
"NEW PORT RICHEY, FL",Sam's Club,4330 US 19,NEW PORT RICHEY,PASCO,FL,34652-5441,6448,,,Yes,
CLEARWATER BELCHER FL,Neighborhood Market,2171 GULF TO BAY BLVD,CLEARWATER,PINELLAS,FL,33765-3902,5670,Yes,,Yes,Available
"PADUCAH, KY",Sam's Club,3550 JAMES SANDERS BLVD,PADUCAH,MCCRACKEN,KY,42001-9159,6449,,,Yes,
NARANJA FL,WM Supercenter,13600 SW 288TH ST,HOMESTEAD,MIAMI-DADE,FL,33033-1905,5671,No,,No,Available
NORFOLK NE,WM Supercenter,2400 W PASEWALK AVE,NORFOLK,MADISON,NE,68701-4608,645,No,,Yes,Available
LUCAS TX,WM Supercenter,2662 W LUCAS RD,LUCAS,COLLIN,TX,75002-7513,5672,No,Available,No,Available
"CINCINNATI, OH",Sam's Club,5375 N BEND RD,CINCINNATI,HAMILTON,OH,45247-7601,6450,,,No,
SACHSE TX,WM Supercenter,8015 WOODBRIDGE PKWY,SACHSE,DALLAS,TX,75048-6613,5673,No,,No,Not Available
"ASHEVILLE, NC",Sam's Club,645 PATTON AVE,ASHEVILLE,BUNCOMBE,NC,28806-3834,6452,,,,
ALBUQUERQUE MENAUL NM,Neighborhood Market,11001 MENAUL BLVD NE,ALBUQUERQUE,BERNALILLO,NM,87112-2432,5675,No,,Yes,
"AUSTIN (NW), TX",Sam's Club,9700 N CAPITAL OF TX HWY,AUSTIN,TRAVIS,TX,78759-5819,6453,Yes,Available,No,Available
DENVER FEDERAL CO,WM Supercenter,2770 WEST EVANS AVENUE,DENVER,DENVER,CO,80219-5575,5676,Yes,Available,Yes,Available
"SOUTHFIELD, MI",Sam's Club,22500 W 8 MILE RD,SOUTHFIELD,OAKLAND,MI,48033-4365,6454,Yes,Available,No,Available
"OXNARD, CA",Sam's Club,2401 N ROSE AVE,OXNARD,VENTURA,CA,93036-0602,6455,,,Yes,
LYNNWOOD WA,Neighborhood Market,17222 HIGHWAY 99,LYNNWOOD,SNOHOMISH,WA,98037-3170,5678,No,Available,No,Available
"PLATTSBURGH, NY",Sam's Club,7 CONSUMER SQ,PLATTSBURGH,CLINTON,NY,12901-6508,6456,,,Yes,
"CHARLESTON, WV",Sam's Club,2500 MOUNTAINEER BLVD,SOUTH CHARLESTON,KANAWHA,WV,25309-9438,6457,Yes,Available,Yes,
CARTHAGE TN,WM Supercenter,125 MYERS ST,CARTHAGE,SMITH,TN,37030-1174,568,No,,Yes,
"LYNCHBURG, VA",Sam's Club,3912 WARDS RD,LYNCHBURG,LYNCHBURG CITY,VA,24502-2942,6458,,,,
HARKER HEIGHTS TX,Neighborhood Market,960 EAST FM 2410,HARKER HEIGHTS,BELL,TX,76548-0000,6459,No,,Yes,
ANAMOSA IA,WM Supercenter,101 115TH ST,ANAMOSA,JONES,IA,52205-7976,646,No,,No,
"ALTOONA, PA",Sam's Club,2500 PLANK ROAD COMMONS,ALTOONA,BLAIR,PA,16601-9327,6460,,,Yes,
ELK GROVE EG BLVD CA,Neighborhood Market,8455 ELK GROVE BLVD,ELK GROVE,SACRAMENTO,CA,95758-9573,5683,No,Available,No,Available
"GRAND ISLAND,NE",Sam's Club,1510 N DIERS AVE,GRAND ISLAND,HALL,NE,68803-1231,6461,Yes,Available,Yes,Available
LA MESA CA,Neighborhood Market,8810 GROSSMONT BLVD,LA MESA,SAN DIEGO,CA,91942-9027,5684,Yes,Available,Yes,Available
"AUGUSTA, ME",Sam's Club,45 MARKETPLACE DR,AUGUSTA,KENNEBEC,ME,04330-8037,6462,,,Yes,
"ANDERSON, SC",Sam's Club,3812 LIBERTY HWY STE 6,ANDERSON,ANDERSON,SC,29621-1344,6463,Yes,,Yes,
BURBANK CA,WM Supercenter,1301 N VICTORY PL,BURBANK,LOS ANGELES,CA,91502-1649,5686,Yes,Available,Yes,Available
"DES PLAINES, IL",Sam's Club,101 W OAKTON ST,DES PLAINES,COOK,IL,60018-1834,6464,,,,
PALMDALE R VISTA CA,Neighborhood Market,3875 RANCHO VISTA BOULEVARD,PALMDALE,LOS ANGELES,CA,93551-2572,5689,No,,No,Available
TYLER (HWY 31) TX,WM Supercenter,450 S SOUTHEAST LOOP 323,TYLER,SMITH,TX,75702-8646,6467,Yes,Available,Yes,Available
COLUMBIA KY,WM Supercenter,2988 BURKESVILLE RD,COLUMBIA,ADAIR,KY,42728-5534,569,Yes,Available,Yes,Available
BYRAM MS,WM Supercenter,131 HANDLEY BLVD,BYRAM,HINDS,MS,39272-8983,6469,No,Not Available,No,Not Available
UPLAND CA,Neighborhood Market,1445 E FOOTHILL BLVD,UPLAND,SAN BERNARDINO,CA,91786-4054,5691,Yes,Available,Yes,Available
GRINNELL IA,WM Supercenter,415 INDUSTRIAL AVE,GRINNELL,POWESHIEK,IA,50112-2595,647,No,,Yes,
SPRINGFIELD MO,Neighborhood Market,3150 W REPUBLIC RD,SPRINGFIELD,GREENE,MO,65810-0000,5692,No,,No,
PLAINFIELD IN,Neighborhood Market,900 W MAIN ST,PLAINFIELD,HENDRICKS,IN,46168-9407,6470,No,,No,Available
SPRINGFIELD MO,Neighborhood Market,1320 S GLENSTONE AVE,SPRINGFIELD,GREENE,MO,65804-0302,5693,No,,No,
"VICTORIA, TX",Sam's Club,9202 N NAVARRO ST,VICTORIA,VICTORIA,TX,77904-1435,6471,Yes,Available,Yes,Available
MOUNT PLEASANT WI,Neighborhood Market,5625 WASHINGTON AVE,MOUNT PLEASANT,RACINE,WI,53406-4015,5695,No,Available,No,Available
"COUNCIL BLUFFS, IA",Sam's Club,3221 MANAWA CENTRE DRIVE,COUNCIL BLUFFS,POTTAWATTAMIE,IA,51501-7672,6472,,,Yes,
"MAPLEWOOD, MO",Sam's Club,2100 MAPLEWOOD COMMONS DR,MAPLEWOOD,ST. LOUIS,MO,63143-1015,6474,,,,
MILWAUKEE WI,Neighborhood Market,7025 W MAIN ST,MILWAUKEE,MILWAUKEE,WI,53214-0000,5697,Yes,Available,Yes,Available
DANVILLE IN,WM Supercenter,1894 RIDGE AVENUE,DANVILLE,HENDRICKS,IN,46122-0000,6476,No,,No,Available
PHOENIX (METROCENTER) AZ,WM Supercenter,9600 N METRO PKWY W,PHOENIX,MARICOPA,AZ,85051-1402,6477,No,Available,No,Available
WALNUT RIDGE AR,Wal-Mart,1600 W MAIN ST,WALNUT RIDGE,LAWRENCE,AR,72476-9401,57,Yes,Available,Yes,Available
"CAPE GIRARDEAU, MO",Sam's Club,232 SHIRLEY DR,CAPE GIRARDEAU,CAPE GIRARDEAU,MO,63701-8478,6479,,,Yes,
TYLER CAMPBELL TX,Neighborhood Market,2151 FRANKSTON HWY,TYLER,SMITH,TX,75701-3808,5700,Yes,Available,Yes,Available
"ST PETERS, MO",WM Supercenter,1661 JUNGERMANN RD,SAINT PETERS,ST. CHARLES,MO,63304-2821,648,Yes,Available,Yes,Available
"KERMAN, CA",WM Supercenter,14061 W. WHITESBRIDGE AVENUE,KERMAN,FRESNO,CA,93630-0000,5701,Yes,Available,Yes,Available
CHANDLER (FASHION CENTER) AZ,WM Supercenter,3460 W CHANDLER BLVD,CHANDLER,MARICOPA,AZ,85226-5065,6480,No,Available,Yes,Available
"LUBBOCK, TX",Neighborhood Market,9809 UNIVERSITY AVE,LUBBOCK,LUBBOCK,TX,79423-5301,5702,No,,Yes,Available
"HUNTSVILLE (NW), AL",WM Supercenter,8580 HWY 72 W,MADISON,MADISON,AL,35758-9578,5703,Yes,Available,Yes,Available
"DALLAS (E), TX",Sam's Club,5555 S BUCKNER BLVD,DALLAS,DALLAS,TX,75228-6101,6482,Yes,Available,Yes,Available
PORT ST. LUCIE FL,Neighborhood Market,3045 SW PORT ST LUCIE BLVD,PORT SAINT LUCIE,ST. LUCIE,FL,34953-3226,5704,No,,Yes,
GARDEN CITY BEACH SC,WM Supercenter,545 GARDEN CITY CONNECTOR,GARDEN CITY BEACH,HORRY,SC,29576-7847,5705,No,Available,Yes,Available
"LITTLE ROCK, AR",WM Supercenter,700 BOWMAN RD,LITTLE ROCK,PULASKI,AR,72211-0000,5706,Yes,Available,Yes,Available
"TINLEY PARK, IL",Sam's Club,16100 HARLEM AVE,TINLEY PARK,COOK,IL,60477-1614,6485,,,Yes,
"CROSS ROADS, TX",WM Supercenter,11700 US HIGHWAY 380,CROSS ROADS,DENTON,TX,76227-8200,5707,No,Available,Yes,Available
"LOCUST GROVE, GA",WM Supercenter,4949 BILL GARDNER PKWY,LOCUST GROVE,HENRY,GA,30248-2910,5709,No,,No,Available
"ADDISON, IL",Sam's Club,1006 ROHLWING RD,ADDISON,DUPAGE,IL,60101-1034,6487,,,,
GEORGETOWN KY,WM Supercenter,112 OSBOURNE WAY,GEORGETOWN,SCOTT,KY,40324-9636,571,Yes,Available,Yes,Available
"CALUMET CITY, IL",Sam's Club,603 RIVER OAKS W,CALUMET CITY,COOK,IL,60409-5408,6489,Yes,Available,Yes,Available
"MODESTO, CA",WM Supercenter,3848 MCHENRY AVE,MODESTO,STANISLAUS,CA,95356-1586,5710,Yes,Available,Yes,Available
"TITUSVILLE,FL",WM Supercenter,3175 CHENEY HWY,TITUSVILLE,BREVARD,FL,32780-5979,649,Yes,Available,Yes,Available
"LAREDO (NE), TX",WM Supercenter,2615 NE BOB BULLOCK LOOP,LAREDO,WEBB,TX,78045-6785,5713,No,Not Available,Yes,Not Available
ABILENE TX,Neighborhood Market,1619 AMBLER AVE,ABILENE,TAYLOR,TX,79601-2235,5715,No,,Yes,Available
HUNTSVILLE AL,Neighborhood Market,9020 BAILEY COVE RD SE,HUNTSVILLE,MADISON,AL,35802-4002,5716,No,,Yes,Available
EL PASO PASEO DEL NORTE TX,WM Supercenter,7831 PASEO DEL NORTE BLVD,EL PASO,EL PASO,TX,79912-8001,5717,Yes,Available,Yes,Available
SULLIVAN MO,WM Supercenter,350 PARK RIDGE RD,SULLIVAN,FRANKLIN,MO,63080-3334,65,No,,Yes,Available
MIAMI CORAL WAY FL,Neighborhood Market,14720 SW 26TH ST,MIAMI,MIAMI-DADE,FL,33185-5830,5719,Yes,Available,Yes,Available
KILGORE TX,WM Supercenter,1201 STONE ST,KILGORE,GREGG,TX,75662-5433,572,Yes,Available,Yes,Available
INDEPENDENCE (NOLAND RD) MO,Neighborhood Market,3411 S NOLAND RD,INDEPENDENCE,JACKSON,MO,64055-1319,6500,Yes,,Yes,
"FORT MILL, SC",WM Supercenter,HWY 21 AND FLINT HILL RD,FORT MILL,YORK,SC,29708-0000,5721,,,,
"MURFREESBORO, TN",Sam's Club,125 JOHN R RICE BLVD,MURFREESBORO,RUTHERFORD,TN,37129-4165,6501,Yes,,Yes,
"NEW ORLEANS (MANHTTN), LA",Neighborhood Market,3265 MANHATTAN BLVD,HARVEY,ORLEANS,LA,70058-5112,5722,No,Not Available,Yes,Not Available
"EL PASO, TX",Sam's Club,7001 GATEWAY BLVD W,EL PASO,EL PASO,TX,79925-5603,6502,,,,
"HATTIESBURG, MS",Sam's Club,6080 U S HIGHWAY 98,HATTIESBURG,LAMAR,MS,39402-8854,6503,,,Yes,
JEFFERSON CITY MO,Sam's Club,849 STONERIDGE PARKWAY,JEFFERSON CITY,COLE,MO,65109-0000,6505,,,,
TUCSON FT LOWELL AZ,Neighborhood Market,831 E FORT LOWELL ROAD,TUCSON,PIMA,AZ,85719-0000,5725,No,,Yes,
"ALBANY, GA",Sam's Club,1201 N WESTOVER BLVD,ALBANY,DOUGHERTY,GA,31707-6600,6506,,,,
ALAMOGORDO NM,Neighborhood Market,2401 INDIAN WELLS ROAD,ALAMOGORDO,OTERO,NM,88310-0000,5726,No,Not Available,Yes,Available
"JACKSON, TN",Sam's Club,2120 EMPORIUM DR,JACKSON,MADISON,TN,38305-6004,6507,Yes,Available,No,Available
"SARASOTA (NE), FL",WM Supercenter,5810 RANCH LAKE BLVD,BRADENTON,MANATEE,FL,34202-3708,5727,No,Available,No,Available
"NEWBURGH, IN",WM Supercenter,8599 HIGH POINTE DR,NEWBURGH,WARRICK,IN,47630-7938,5728,No,Available,No,Available
LEE'S SUMMIT MO,WM Supercenter,1000 NE SAM WALTON LN,LEES SUMMIT,JACKSON,MO,64086-8426,573,No,Available,No,Available
"ROME, GA",Sam's Club,2550 REDMOND CIR NW,ROME,FLOYD,GA,30165-1913,6509,,,Yes,
BEAUMONT TX,WM Supercenter,4145 DOWLEN RD,BEAUMONT,JEFFERSON,TX,77706-6852,651,No,Available,Yes,Available
"Locust Grove, VA",WM Supercenter,2533 GERMANNA HWY,LOCUST GROVE,ORANGE,VA,22508-0000,5731,Yes,Available,Yes,Available
"MANKATO, MN",Sam's Club,1831 E MADISON AVE,MANKATO,BLUE EARTH,MN,56001-5449,6510,,,Yes,
"JOHNSON CITY, NY",WM Supercenter,2 GANNETT DR,JOHNSON CITY,BROOME,NY,13790-2260,5732,No,,No,
KINGSPORT TN,Neighborhood Market,750 LYNN GARDEN DR,KINGSPORT,SULLIVAN,TN,37660-5608,5734,Yes,Available,Yes,Available
"CLARKSVILLE, TN",Sam's Club,3315 LG HIGHWAY,CLARKSVILLE,MONTGOMERY,TN,37040-5507,6512,,,No,
"GROVETOWN, GA",WM Supercenter,5010 STEINER WAY,GROVETOWN,COLUMBIA,GA,30813-5010,5735,No,Available,No,Available
"WATERLOO, IA",Sam's Club,210 E TOWER PARK DR,WATERLOO,BLACK HAWK,IA,50701-9320,6514,Yes,Available,Yes,Available
"FAYETTEVILLE (W), AR",Neighborhood Market,3475 W BLACK FOREST DRIVE,FAYETTEVILLE,WASHINGTON,AR,72704-6524,5737,No,,Yes,
"SPRINGDALE (E), AR",Neighborhood Market,3553 E ROBINSON AVE,SPRINGDALE,WASHINGTON,AR,72764-0218,5738,Yes,Available,Yes,Available
"BEAVERCREEK, OH",Sam's Club,3446 PENTAGON BLVD,BEAVERCREEK,GREENE,OH,45431-1704,6517,,,,
"BRISTOL,VA",Sam's Club,21483 MARKET CENTER,BRISTOL,WASHINGTON,VA,24202-5963,6518,,,Yes,Available
"SURFSIDE BEACH, SC",WM Supercenter,2751 BEAVER RUN BLVD,SURFSIDE BEACH,HORRY,SC,29575-5381,574,Yes,Available,Yes,Available
MOBILE GOVERNMENT AL,Neighborhood Market,2570 GOVERNMENT BLVD,MOBILE,MOBILE,AL,36606-1614,5740,No,Not Available,No,Not Available
GARDEN CITY KS,WM Supercenter,3101 E KANSAS AVE,GARDEN CITY,FINNEY,KS,67846-7070,652,No,,Yes,Available
"ORLANDO(CURRY/ECON), FL",Neighborhood Market,9047 CURRY FORD RD,ORLANDO,ORANGE,FL,32825-7604,5741,No,Available,No,Available
"VERO BEACH, FL",Sam's Club,5565 20TH ST,VERO BEACH,INDIAN RIVER,FL,32966-4632,6520,Yes,Available,Yes,Available
"HOUMA, LA",Sam's Club,2174 MARTIN LUTHER KING JR BLVD,HOUMA,TERREBONNE,LA,70360-2275,6521,,,No,
"GARNER (S), NC",WM Supercenter,5141 NC HIGHWAY 42 W,GARNER,WAKE,NC,27529-8418,5743,No,Available,No,Available
GARDENA WHOLESALE TRADING,Sam's Club,15100 S SAN PEDRO ST,GARDENA,LOS ANGELES,CA,90248-2316,6522,,,,
MOBILE PASCAGOULA AL,Neighborhood Market,7320 THEODORE DAWES RD,THEODORE,MOBILE,AL,36582-4074,5744,No,,No,Available
"LAKE WYLIE, SC",WM Supercenter,175 HIGHWAY 274,LAKE WYLIE,YORK,SC,29710-6045,5745,No,,Yes,Available
"COLONIAL HEIGHTS, VA",Sam's Club,735 SOUTHPARK BLVD,COLONIAL HEIGHTS,DINWIDDIE,VA,23834-3605,6524,,,Yes,
"LOCUST, NC",WM Supercenter,1876 MAIN ST W,LOCUST,STANLY,NC,28097-7700,5747,No,,No,
"GRIMES, IA",WM Supercenter,2150 E 1ST ST,GRIMES,POLK,IA,50111-7606,5748,No,Available,Yes,Available
"BATON ROUGE, LA",Sam's Club,10444 N MALL DR,BATON ROUGE,EAST BATON ROUGE,LA,70809-4835,6527,Yes,Available,Yes,Available
WOODSTOCK GA,WM Supercenter,12182 HIGHWAY 92,WOODSTOCK,CHEROKEE,GA,30188-4481,575,Yes,Available,Yes,Available
"CINCINNATI, OH",Sam's Club,815 CLEPPER LN,CINCINNATI,CLERMONT,OH,45245-1535,6528,,,,
"SALINAS, CA",WM Supercenter,1375 N DAVIS RD.,SALINAS,MONTEREY,CA,93907-0000,5751,No,,Yes,Available
HOPKINSVILLE KY,WM Supercenter,300 CLINIC DR,HOPKINSVILLE,CHRISTIAN,KY,42240-4989,653,Yes,Available,Yes,Available
"GARFIELD, NJ",WM Supercenter,174 PASSAIC ST,GARFIELD,BERGEN,NJ,07026-1358,5752,Yes,Available,Yes,Available
"ALEXANDRIA, VA",WM Supercenter,6303 RICHMOND HWY,ALEXANDRIA,FAIRFAX,VA,22306-6410,5753,Yes,Available,Yes,Available
PENSACOLA NINE MILE FL,Neighborhood Market,9301 PINE FOREST RD,PENSACOLA,ESCAMBIA,FL,32534-9349,6531,No,,No,
"WILLIAMSBURG, VA",Neighborhood Market,4670 CASEY BLVD,WILLIAMSBURG,JAMES CITY,VA,23188-2879,5754,Yes,Available,Yes,Available
"NORFOLK (LTL CREEK), VA",Neighborhood Market,1720 E LITTLE CREEK RD,NORFOLK,NORFOLK CITY,VA,23518-4202,5755,Yes,,Yes,
"STATE COLLEGE, PA",Sam's Club,381 BENNER PIKE,STATE COLLEGE,CENTRE,PA,16801-7304,6533,,,Yes,
"WAUSAU, WI",Sam's Club,226200 RIB MOUNTAIN DR,WAUSAU,MARATHON,WI,54401-7483,6535,,,Yes,
"GREENACRES CITY, FL",Neighborhood Market,3911 S JOG RD,GREENACRES,PALM BEACH,FL,33467-1590,5758,No,,Yes,
"WHITEHALL, PA",Sam's Club,901 AIRPORT CENTER DR,ALLENTOWN,LEHIGH,PA,18109-9384,6536,,,,
"LAKE WORTH (NW), FL",Neighborhood Market,6177 S JOG RD,LAKE WORTH,PALM BEACH,FL,33467-6503,5759,No,,No,
TULSA OK,WM Supercenter,207 S MEMORIAL DR,TULSA,TULSA,OK,74112-2201,576,No,Available,Yes,Available
"TAMPA (KENNEDY), FL",Neighborhood Market,1601 W KENNEDY BLVD,TAMPA,HILLSBOROUGH,FL,33606-1844,5760,Yes,Available,Yes,Available
"WATERTOWN, NY",Sam's Club,21341 SAM'S DR,WATERTOWN,JEFFERSON,NY,13601-5508,6539,,,Yes,
"CANTON(W), MI",WM Supercenter,45555 MICHIGAN AVE,CANTON,WAYNE,MI,48188-2388,5761,No,,Yes,Available
"CHARLOTTE, NC",Sam's Club,8909 JW CLAY BLVD,CHARLOTTE,MECKLENBURG,NC,28262-5415,6540,Yes,Not Available,Yes,Not Available
"SOUTH JORDAN, UT",WM Supercenter,3590 W. SOUTH JORDAN PKWY,SOUTH JORDAN,SALT LAKE,UT,84095-8916,5763,No,Not Available,Yes,Not Available
"FORT WORTH (HASLET), TX",WM Supercenter,2401 AVONDALE HASLET RD,FORT WORTH,TARRANT,TX,76052-3221,5764,Yes,Available,Yes,Available
"CAROLINA, PR",Sam's Club,PLAZA ESCORIAL,CAROLINA,CAROLINA,PR,00987-0000,6543,Yes,,Yes,
"MORGAN HILL, CA",WM Supercenter,170 COCHRANE PLZ,MORGAN HILL,SANTA CLARA,CA,95037-2812,5766,Yes,Available,Yes,Available
FISHERS IN,Neighborhood Market,9354 AMBLESIDE DR,FISHERS,HAMILTON,IN,46038-8327,5767,No,Not Available,No,Not Available
"TEMPE (SOUTHERN), AZ",WM Supercenter,800 E SOUTHERN AVE,TEMPE,MARICOPA,AZ,85282-5225,5768,No,,Yes,
DOTHAN W AL,Neighborhood Market,3871 W MAIN ST,DOTHAN,HOUSTON,AL,36305-9394,5769,No,,No,Not Available
"MUNCY, PA",Sam's Club,611 LYCOMING MALL CIR,MUNCY,LYCOMING,PA,17756-1826,6547,,,,
OLATHE KS,WM Supercenter,13600 S ALDEN ST,OLATHE,JOHNSON,KS,66062-5829,577,Yes,Available,Yes,Available
TAMPA FL,Neighborhood Market,4525 GUNN HWY,TAMPA,HILLSBOROUGH,FL,33624-6311,6548,Yes,Available,Yes,Not Available
"PUEBLO, CO",Sam's Club,412 EAGLERIDGE BLVD,PUEBLO,PUEBLO,CO,81008-2100,6549,,,Yes,
PENSACOLA E NINE MILE FL,Neighborhood Market,1525 E NINE MILE RD,PENSACOLA,ESCAMBIA,FL,32514-5725,5771,No,,No,Available
